@relation lomfelder

@attribute identificador numeric
@attribute sensitivo numeric
@attribute intuitivo numeric
@attribute ativo numeric
@attribute reflexivo numeric
@attribute sequencial numeric
@attribute global numeric
@attribute visual numeric
@attribute verbal numeric
@attribute class 	{SenAtiSeqVis,SenAtiSeqVer,SenAtiGloVis,SenAtiGloVer,SenRefSeqVis,SenRefSeqVer,SenRefGloVis,SenRefGloVer,IntAtiSeqVis,IntAtiSeqVer,IntAtiGloVis,IntAtiGloVer,IntRefSeqVis,IntRefSeqVer,IntRefGloVis,IntRefGloVer}

@data
1644,1,0,1,3,0,0,0,1,SenRefSeqVer
1645,0,1,0,0,2,0,2,1,IntRefSeqVis
1652,1,0,0,4,0,1,2,1,SenRefGloVis
1654,1,0,1,4,0,0,1,2,SenRefSeqVer
1655,1,0,4,0,1,1,1,2,SenAtiGloVer
1658,1,1,2,4,1,0,1,2,IntRefSeqVer
1662,0,1,1,1,2,0,1,2,IntRefSeqVer
1665,0,1,4,2,1,1,0,0,IntAtiSeqVis
1668,0,1,0,1,2,0,2,1,IntRefSeqVis
1669,0,1,4,0,1,1,0,2,IntAtiSeqVer
1670,0,1,0,3,1,0,1,2,IntRefSeqVer
1673,2,0,1,4,0,1,0,2,SenRefGloVer
1675,0,1,4,1,1,0,0,2,IntAtiSeqVer
1681,1,1,0,3,0,1,2,0,SenRefGloVis
1682,0,1,1,4,1,0,0,0,IntRefSeqVer
1690,0,1,4,0,1,0,1,0,IntAtiSeqVis
1695,0,0,3,2,2,0,1,1,IntAtiSeqVer
1696,2,0,1,3,1,0,0,1,SenRefSeqVer
1697,0,1,4,0,1,1,2,0,IntAtiSeqVis
1702,1,1,2,1,2,0,0,0,IntAtiSeqVer
1703,0,0,1,4,1,1,0,1,SenRefSeqVer
1705,1,1,1,2,0,1,0,2,IntRefGloVer
1707,1,1,1,2,1,1,1,2,SenRefSeqVer
1711,1,1,2,4,0,1,1,2,IntRefGloVer
1713,0,1,0,2,1,1,0,1,IntRefSeqVer
1719,1,0,2,4,1,1,0,1,SenRefGloVer
1721,1,1,1,3,0,1,2,1,SenRefGloVis
1722,1,1,3,2,1,0,1,1,IntAtiSeqVer
1726,0,0,4,2,2,0,0,0,IntAtiSeqVer
1730,0,1,0,0,1,0,0,1,IntRefSeqVer
1733,1,0,1,3,0,1,0,0,SenRefGloVer
1734,0,1,1,1,1,0,0,1,IntAtiSeqVer
1738,2,0,2,1,0,1,0,1,SenAtiGloVer
1739,0,1,0,4,1,1,2,1,IntRefSeqVis
1743,1,0,4,1,0,0,0,2,SenAtiGloVer
1745,0,1,0,4,1,0,2,1,IntRefSeqVis
1748,0,1,0,1,1,0,1,2,IntRefSeqVer
1750,0,1,3,1,1,0,0,2,IntAtiSeqVer
1755,0,1,3,1,1,1,0,2,IntAtiSeqVer
1758,0,1,2,1,0,0,1,2,IntAtiSeqVer
1759,0,1,2,3,0,0,2,0,IntRefSeqVis
1765,0,0,3,3,1,0,2,1,IntRefSeqVis
1773,1,1,1,4,1,1,0,0,IntRefGloVer
1775,0,0,1,2,0,0,1,2,SenRefSeqVer
1778,0,1,3,0,1,1,0,1,IntAtiSeqVer
1788,0,0,0,2,1,0,2,1,IntRefSeqVis
1789,2,0,0,2,2,0,0,1,SenRefSeqVer
1790,0,1,0,0,1,0,1,2,IntRefSeqVer
1791,0,1,1,3,2,0,1,2,IntRefSeqVer
1793,1,0,0,1,0,1,0,1,SenRefGloVer
1798,0,1,2,1,0,0,0,1,IntAtiSeqVer
1799,2,0,0,4,0,1,2,1,SenRefGloVis
1800,0,0,1,4,0,1,0,2,SenRefGloVer
1801,0,1,0,0,0,0,0,2,IntAtiSeqVer
1802,1,1,0,0,1,1,0,1,IntRefGloVer
1804,1,1,1,4,2,0,2,1,IntRefSeqVis
1808,0,1,1,4,2,0,2,1,IntRefSeqVis
1812,0,1,2,4,1,1,1,2,IntRefSeqVer
1814,1,1,4,0,1,0,0,1,IntAtiSeqVer
1817,0,1,1,3,0,1,1,2,IntRefGloVer
1820,1,0,3,3,0,0,2,1,SenRefGloVis
1823,1,1,0,1,0,1,2,0,SenRefGloVis
1824,0,1,0,4,1,0,0,2,IntRefSeqVer
1832,1,1,1,3,2,0,0,1,SenRefSeqVer
1838,2,0,0,3,1,1,0,2,SenRefGloVer
1841,1,0,4,0,1,1,1,1,SenAtiGloVer
1843,1,0,0,2,0,0,0,0,SenRefGloVer
1847,1,1,3,0,2,0,1,1,IntAtiSeqVer
1848,0,1,4,0,2,0,0,1,IntAtiSeqVer
1852,2,0,4,1,0,0,0,2,SenAtiGloVer
1853,0,0,2,3,0,1,1,2,SenRefGloVer
1856,1,0,0,4,0,0,0,2,SenRefGloVer
1857,2,0,1,2,1,1,1,2,SenRefSeqVer
1867,1,0,2,1,0,1,1,1,SenAtiGloVer
1871,0,1,3,1,1,0,1,2,IntAtiSeqVer
1874,2,0,2,4,1,1,2,0,SenRefGloVis
1883,0,1,1,3,0,1,0,2,IntRefGloVer
1889,2,0,0,3,1,1,0,1,SenRefGloVer
1896,1,1,2,3,0,1,2,1,SenRefGloVis
1901,1,1,2,3,0,1,0,2,SenRefGloVer
1905,0,1,2,2,2,0,1,2,IntAtiSeqVer
1906,2,0,1,3,0,1,1,2,SenRefGloVer
1909,2,0,0,0,0,0,1,2,SenRefGloVer
1911,2,0,2,0,0,1,0,2,SenAtiGloVer
1914,0,1,2,3,0,1,0,2,IntRefGloVer
1915,0,1,2,2,0,1,0,1,IntRefGloVer
1918,1,0,4,1,0,1,1,2,SenAtiGloVer
1924,1,1,1,2,1,1,1,2,SenRefSeqVer
1928,0,0,3,2,0,1,0,1,SenAtiGloVer
1933,0,0,0,2,0,1,2,1,SenRefGloVis
1935,0,0,0,2,1,1,0,2,IntRefGloVer
1937,2,0,1,0,0,1,0,2,SenAtiGloVer
1938,0,1,3,2,2,0,0,1,IntAtiSeqVer
1941,0,0,3,2,1,0,1,2,IntAtiSeqVer
1945,1,1,1,2,0,1,2,0,SenRefGloVis
1958,1,1,1,1,0,1,1,2,SenAtiGloVer
1960,1,0,4,2,0,1,1,2,SenAtiGloVer
1965,2,0,0,0,1,1,2,0,SenRefGloVis
1968,0,0,2,4,0,1,2,0,SenRefGloVis
1973,1,0,0,3,0,1,2,0,SenRefGloVis
1975,1,0,0,4,1,1,1,1,SenRefGloVer
1979,1,0,2,4,0,1,0,0,SenRefGloVis
1981,2,0,1,3,0,1,2,1,SenRefGloVis
1988,2,0,3,3,0,1,1,1,SenRefGloVer
1996,2,0,0,3,1,1,0,2,SenRefSeqVer
1997,2,0,2,2,1,1,1,1,SenRefGloVer
2000,1,0,1,2,0,1,2,1,SenRefGloVis
2005,1,1,4,0,0,1,0,1,SenAtiGloVer
2009,0,0,3,3,0,1,0,2,SenAtiGloVer
2013,0,0,0,4,1,1,0,1,SenRefSeqVer
2014,0,1,4,0,2,0,0,2,IntAtiSeqVer
2017,0,1,4,1,1,1,1,2,IntAtiSeqVer
2021,1,1,4,2,0,1,1,2,SenAtiGloVer
2025,2,0,2,4,0,0,0,1,SenRefSeqVer
2033,1,1,3,1,0,1,1,2,SenAtiGloVer
2037,1,1,0,3,0,1,1,2,SenRefGloVer
2039,1,0,0,3,0,1,0,0,SenRefGloVer
2050,1,0,4,2,0,0,1,2,SenAtiGloVer
2053,0,0,2,3,1,1,0,1,SenRefSeqVer
2055,1,1,4,2,1,0,0,1,IntAtiSeqVer
2062,1,0,1,2,0,0,0,0,SenRefGloVer
2065,2,0,2,4,0,1,1,2,SenRefGloVer
2066,1,1,1,2,0,0,0,2,SenRefSeqVer
2068,2,0,4,2,1,1,0,2,SenAtiGloVer
2083,2,0,0,4,1,1,0,2,SenRefGloVer
2096,1,0,0,3,0,1,1,2,SenRefGloVer
2123,2,0,4,0,0,1,0,0,SenAtiGloVer
2130,2,0,3,0,1,1,0,1,SenAtiGloVer
2142,1,1,3,0,0,1,0,1,SenAtiGloVer
2145,1,0,4,1,1,1,0,1,SenAtiGloVer
2191,1,0,4,2,1,1,1,1,SenAtiGloVer
2194,1,1,1,0,2,0,0,2,IntAtiSeqVer
2196,0,1,3,3,1,0,1,2,IntAtiSeqVer
2206,1,0,2,1,1,1,0,0,SenAtiGloVer
2210,0,0,3,0,2,0,1,2,IntAtiSeqVer
2211,1,1,4,0,0,1,1,2,SenAtiGloVer
2214,1,0,3,2,0,1,1,1,SenAtiGloVer
2217,0,1,1,1,1,1,1,2,IntAtiSeqVer
2233,0,1,2,1,1,0,0,1,IntAtiSeqVer
2242,1,0,1,0,0,1,0,2,SenAtiGloVer
2262,0,0,4,2,2,0,1,2,IntAtiSeqVer
2284,2,0,2,1,0,1,1,1,SenAtiGloVer
2285,1,0,1,1,0,1,0,2,SenAtiGloVer
2289,0,0,4,2,2,0,0,0,IntAtiSeqVer
2296,0,0,3,0,2,0,1,2,IntAtiSeqVer
2304,0,1,3,3,1,0,0,1,IntAtiSeqVer
2315,0,1,1,0,2,0,0,2,IntAtiSeqVer
2316,0,0,4,2,1,0,1,2,IntAtiSeqVer
2324,0,0,2,0,2,0,0,1,IntAtiSeqVer
2328,1,0,3,1,1,1,0,2,SenAtiGloVer
2340,1,0,4,2,0,1,0,2,SenAtiGloVer
2373,2,0,3,1,1,1,0,1,SenAtiGloVer
2412,2,0,2,1,1,1,0,0,SenAtiGloVer
2463,0,0,4,1,0,1,0,2,SenAtiGloVer
2477,1,0,2,0,0,0,0,0,SenAtiGloVer
2515,1,1,4,0,0,1,0,2,SenAtiGloVer
2539,1,1,4,1,0,1,0,2,SenAtiGloVer
2574,1,1,4,0,0,1,0,2,SenAtiGloVer
2592,1,0,3,2,0,1,1,2,SenAtiGloVer
